"PFE","UNH","JNJ","AZN","SYK","CVS","LLY","Dates","date"
24.221127,128.948914,23.385506,107.784653,64.405327,101.307396,68.753441,"2016-11-09",2016-11-09
25.254227,132.792908,22.359615,105.735428,65.011002,100.658997,69.1595,"2016-11-10",2016-11-10
24.575548,133.056412,22.601952,102.332367,63.168701,99.758034,68.568039,"2016-11-11",2016-11-11
24.417189,138.381561,22.335379,98.920074,63.934212,98.183388,67.994209,"2016-11-14",2016-11-14
24.304077,138.336197,22.319225,101.757477,63.126629,97.947617,68.259026,"2016-11-15",2016-11-15
24.100471,137.672791,22.133432,101.43293,62.722839,97.981277,67.923592,"2016-11-16",2016-11-16
23.927034,137.009445,22.093042,102.601265,62.478889,98.158119,68.60334,"2016-11-17",2016-11-17
23.738512,135.809891,21.907253,103.333809,62.285397,97.810486,67.685211,"2016-11-18",2016-11-18
23.806377,136.682251,22.084965,103.361641,62.419987,97.505249,67.658752,"2016-11-21",2016-11-21
23.625402,138.363434,21.349878,102.647629,61.906845,95.589073,67.084908,"2016-11-22",2016-11-22
23.69327,139.526581,21.301411,103.621269,61.974129,95.868874,60.031242,"2016-11-23",2016-11-23
23.896872,138.863205,21.891098,104.631996,62.302216,96.767609,61.019993,"2016-11-25",2016-11-25
23.783762,138.227097,21.592211,104.733971,62.907921,95.919739,59.324974,"2016-11-28",2016-11-28
24.070309,143.206955,21.576056,107.015038,63.833271,95.368607,59.280846,"2016-11-29",2016-11-29
24.23621,144.443192,21.115616,105.392342,64.68293,94.368118,59.254364,"2016-11-30",2016-11-30
23.723431,146.833542,20.849047,103.621269,64.573563,94.435951,58.239136,"2016-12-01",2016-12-01
23.851624,146.641922,20.91367,103.927261,65.297043,94.927727,59.775223,"2016-12-02",2016-12-02
23.821465,143.813644,20.857121,103.862373,65.608284,94.910774,59.377968,"2016-12-05",2016-12-05
23.798841,143.530869,21.010607,104.400169,66.811264,95.012505,59.854683,"2016-12-06",2016-12-06
23.519829,145.428497,20.881355,105.401604,67.745049,94.198555,59.483887,"2016-12-07",2016-12-07
23.331312,145.35553,21.220633,107.10775,65.709229,94.105286,59.316162,"2016-12-08",2016-12-08
23.904409,146.085373,21.93956,108.025742,67.408554,95.182098,59.898823,"2016-12-09",2016-12-09
24.43227,145.51062,21.761854,109.027184,67.072067,97.810486,59.686954,"2016-12-12",2016-12-12
24.756527,146.468582,22.375769,109.07357,67.425362,98.259842,60.596241,"2016-12-13",2016-12-13
24.748985,145.848175,22.044577,108.239006,66.424294,97.496765,59.739922,"2016-12-14",2016-12-14
24.696196,146.541565,22.375769,110.177002,65.86068,98.259842,63.006306,"2016-12-15",2016-12-15
24.764069,149.570572,22.505018,110.112083,66.929031,98.251389,64.718971,"2016-12-16",2016-12-16
24.756527,147.38089,21.76993,110.167717,67.240303,98.370087,64.816078,"2016-12-19",2016-12-19
24.771608,147.426559,21.826475,110.816795,67.164604,98.06485,64.780785,"2016-12-20",2016-12-20
24.43227,147.189392,21.858784,110.714806,67.172997,97.768089,64.666,"2016-12-21",2016-12-21
24.387028,147.417419,21.955719,111.716232,66.281288,97.878319,64.674843,"2016-12-22",2016-12-22
24.492596,148.740372,22.06073,111.975868,66.575706,98.319237,65.142723,"2016-12-23",2016-12-23
24.5303,148.384491,22.020342,112.059334,66.701904,98.276825,65.160385,"2016-12-27",2016-12-27
24.394569,147.289719,21.97995,111.552185,66.491592,97.590042,64.498283,"2016-12-28",2016-12-28
24.500141,146.924789,22.10112,112.14772,66.457947,97.9207,64.939674,"2016-12-29",2016-12-29
24.492596,146.01239,22.06881,111.487038,66.382256,97.683289,64.930847,"2016-12-30",2016-12-30
24.884718,147.298828,22.383844,111.133461,67.59362,98.217445,65.857803,"2017-01-03",2017-01-03
25.103403,147.718536,22.56156,111.756897,67.088875,98.056381,65.963722,"2017-01-04",2017-01-04
25.344717,147.964828,23.175484,110.52861,68.493736,99.082283,66.731766,"2017-01-05",2017-01-05
25.246677,148.174683,22.96546,109.570152,69.149902,98.607483,66.802406,"2017-01-06",2017-01-06
25.23914,147.75499,23.046238,110.75193,68.729301,98.590538,67.332092,"2017-01-09",2017-01-09
25.216516,147.417419,23.223951,113.431847,69.545273,98.488792,67.332092,"2017-01-10",2017-01-10
24.756527,147.700256,22.763508,115.069572,69.629417,97.276321,66.44046,"2017-01-11",2017-01-11
24.583082,148.129089,22.811975,114.697388,69.48642,97.18306,68.108963,"2017-01-12",2017-01-12
24.52276,147.618149,23.086622,114.381004,68.964844,97.166107,68.329681,"2017-01-13",2017-01-13
24.175879,146.578064,22.997765,114.036705,70.59684,97.395012,67.844124,"2017-01-17",2017-01-17
24.153259,143.914032,23.022003,113.897141,70.277191,97.250893,68.44445,"2017-01-18",2017-01-18
23.904409,144.789856,22.545404,113.645882,69.991142,96.82695,67.835297,"2017-01-19",2017-01-19
23.957197,144.753403,21.866865,113.292274,69.026344,96.784569,67.808823,"2017-01-20",2017-01-20
23.723431,145.127426,21.891098,112.975929,68.763977,96.58107,67.376236,"2017-01-23",2017-01-23
23.489666,146.368179,21.802242,113.059631,69.212524,94.758156,66.078506,"2017-01-24",2017-01-24
23.59524,147.107224,22.044577,112.696754,67.274445,95.639946,66.078506,"2017-01-25",2017-01-25
23.587698,148.484909,21.584137,112.436188,67.139053,94.825981,65.840149,"2017-01-26",2017-01-26
23.69327,148.703873,21.850708,114.725296,65.801849,96.131706,66.546402,"2017-01-27",2017-01-27
23.610321,147.882736,21.88302,113.999474,66.588928,95.919739,65.946098,"2017-01-30",2017-01-30
23.927034,147.891861,21.996109,114.948616,66.698952,96.021469,68.003029,"2017-01-31",2017-01-31
24.125093,148.448425,22.424238,114.567101,65.988045,96.004532,68.506233,"2017-02-01",2017-02-01
24.170799,146.669281,22.262676,114.818336,63.305168,96.292786,68.320847,"2017-02-02",2017-02-02
24.445038,147.682022,22.553486,114.790443,63.863762,96.352158,68.179604,"2017-02-03",2017-02-03
24.551683,146.441208,22.690809,113.832001,64.380013,96.148666,68.709282,"2017-02-06",2017-02-06
24.437422,146.459473,22.828129,113.999474,64.625458,96.216507,68.594505,"2017-02-07",2017-02-07
24.483124,146.258774,23.118935,113.906441,65.192482,96.148666,68.956474,"2017-02-08",2017-02-08
24.665947,146.377365,23.668234,114.75322,65.429451,96.725197,68.594505,"2017-02-09",2017-02-09
24.643095,146.66011,23.854021,114.743919,66.461975,97.708725,68.673973,"2017-02-10",2017-02-10
24.84115,147.791473,23.942879,115.693047,66.605843,98.251389,69.11834,"2017-02-13",2017-02-13
24.947802,148.831558,23.902493,116.558441,66.580444,98.658356,70.042625,"2017-02-14",2017-02-14
25.526743,149.889862,24.06941,117.02372,67.206726,99.370567,71.322464,"2017-02-15",2017-02-15
25.610533,149.306,24.00264,117.014404,67.240601,100.116707,71.135818,"2017-02-16",2017-02-16
25.610533,143.80455,24.336477,117.563423,67.443718,100.778038,71.446884,"2017-02-17",2017-02-17
25.610533,146.495972,24.211287,118.326462,67.502968,101.456352,71.420212,"2017-02-21",2017-02-21
25.587685,146.495972,24.136171,118.447441,67.841499,101.337631,72.051231,"2017-02-22",2017-02-22
25.945715,148.348022,24.62858,119.731544,68.433914,103.185997,73.3666,"2017-02-23",2017-02-23
26.098064,148.767715,24.495047,120.289909,68.958656,104.747879,73.650978,"2017-02-24",2017-02-24
26.1133,150.884323,24.511742,119.647797,68.899384,104.466217,73.819862,"2017-02-27",2017-02-27
25.991423,150.884323,24.419937,119.629204,68.196953,104.30407,73.597672,"2017-02-28",2017-02-28
26.21995,153.219986,24.470011,121.946228,68.2985,105.712311,74.521973,"2017-03-01",2017-03-01
26.288509,152.645187,24.703691,121.704292,68.84861,105.515999,73.686531,"2017-03-02",2017-03-02
26.296125,153.457214,24.97076,121.155281,68.569321,105.65258,74.45974,"2017-03-03",2017-03-03
26.166622,153.913406,24.720385,120.680702,68.425453,105.584305,74.504196,"2017-03-06",2017-03-06
25.892387,153.548401,24.620232,120.1689,68.391609,105.686714,73.535454,"2017-03-07",2017-03-07
25.83145,153.763596,24.54512,120.355042,68.586258,105.91713,74.130928,"2017-03-08",2017-03-08
25.938099,153.855209,24.670307,120.792389,68.2985,107.496078,75.144096,"2017-03-09",2017-03-09
25.983805,155.659241,24.661963,120.96917,68.044609,107.717979,74.975227,"2017-03-10",2017-03-10
25.983805,155.869827,25.095949,122.253281,68.078468,108.119125,74.779701,"2017-03-13",2017-03-13
26.067596,154.816742,25.287901,121.871796,67.612984,108.434914,75.064095,"2017-03-14",2017-03-14
26.379915,157.307617,25.212786,123.602585,67.47757,110.065079,76.326126,"2017-03-15",2017-03-15
26.227566,156.868011,25.471514,122.364975,67.333679,109.638351,75.535156,"2017-03-16",2017-03-16
26.14377,155.402786,25.613388,123.444359,66.758194,109.296921,74.61972,"2017-03-17",2017-03-17
26.189476,153.846024,25.621735,123.379288,66.707413,109.305481,74.708595,"2017-03-20",2017-03-20
26.090448,153.57132,25.346321,123.18383,66.529686,108.605591,74.415314,"2017-03-21",2017-03-21
26.258032,152.957748,25.855419,123.24897,66.40271,107.760658,74.975227,"2017-03-22",2017-03-22
26.120918,151.364395,26.122486,122.4487,66.267319,107.453423,75.028572,"2017-03-23",2017-03-23
25.900005,151.098816,26.130829,123.304817,66.428116,107.094955,74.815247,"2017-03-24",2017-03-24
26.037127,150.732513,26.539776,123.286186,66.445053,107.36805,74.868584,"2017-03-27",2017-03-27
26.021889,151.419312,26.147522,123.481598,66.529686,107.248581,75.321854,"2017-03-28",2017-03-28
26.151388,149.670242,26.114141,123.131538,66.656639,106.616997,75.046333,"2017-03-29",2017-03-29
26.166622,151.089615,26.01399,123.178177,66.732796,106.395088,75.33075,"2017-03-30",2017-03-30
26.059982,150.192169,25.988953,122.898155,66.436584,106.301224,74.753052,"2017-03-31",2017-03-31
26.082832,151.639069,25.988953,123.159538,66.055748,106.420692,75.055222,"2017-04-03",2017-04-03
26.159008,151.07132,26.105797,122.674103,65.903397,106.412163,76.512764,"2017-04-04",2017-04-04
26.044744,151.437592,25.421432,122.459389,65.192482,106.514572,76.103943,"2017-04-05",2017-04-05
25.983805,151.41011,25.404741,122.142014,65.17556,106.727959,75.863991,"2017-04-06",2017-04-06
25.976179,152.032852,25.287901,122.142014,65.234818,106.616997,75.82843,"2017-04-07",2017-04-07
25.930479,151.538391,24.954071,122.039299,65.852615,106.121971,75.961739,"2017-04-10",2017-04-10
25.84668,151.858841,25.187748,121.908615,66.157295,106.019569,76.37056,"2017-04-11",2017-04-11
25.839066,151.611633,25.154366,121.740616,65.979576,107.026649,76.654976,"2017-04-12",2017-04-12
25.808596,151.062164,25.154366,121.292488,65.979576,106.676735,76.326126,"2017-04-13",2017-04-13
25.900005,153.095139,25.162712,122.263367,66.631226,107.299774,73.215492,"2017-04-17",2017-04-17
25.778124,154.386353,24.837227,122.207344,66.225006,103.971191,72.166763,"2017-04-18",2017-04-18
25.602919,154.990723,24.84557,123.056862,66.293152,103.587143,71.891266,"2017-04-19",2017-04-19
25.701948,157.087799,24.954071,123.934357,67.655983,104.013893,72.824463,"2017-04-20",2017-04-20
25.625769,156.739792,24.837227,124.102402,67.528191,103.920013,72.780006,"2017-04-21",2017-04-21
25.701948,157.811264,25.237825,125.512009,68.184082,104.884422,74.139816,"2017-04-24",2017-04-24
25.717184,159.377151,25.44647,126.576241,69.989822,105.345314,72.166763,"2017-04-25",2017-04-25
25.785744,159.688492,25.521585,127.136337,69.845024,105.413589,71.953491,"2017-04-26",2017-04-26
25.793364,159.91748,25.755266,126.37085,70.517914,105.609894,72.282303,"2017-04-27",2017-04-27
25.839066,160.146408,25.246174,127.304382,70.219818,105.379456,72.931084,"2017-04-28",2017-04-28
25.732418,159.880844,25.262865,126.74424,69.810966,105.268501,72.717812,"2017-05-01",2017-05-01
25.602919,159.468765,25.621735,127.117676,67.289719,105.575752,72.611145,"2017-05-02",2017-05-02
25.496269,158.00354,25.454817,126.688278,67.885956,105.259972,72.211212,"2017-05-03",2017-05-03
25.481037,159.358841,25.563314,126.006767,69.103981,105.789116,73.802078,"2017-05-04",2017-05-04
25.503887,159.450409,25.421432,126.921669,69.044357,105.413589,73.331032,"2017-05-05",2017-05-05
25.481037,159.743484,25.229481,125.885437,69.035851,105.191681,71.69574,"2017-05-08",2017-05-08
25.427708,158.644531,25.788651,125.904083,69.07843,105.157539,71.802391,"2017-05-09",2017-05-09
25.404638,158.781937,25.905491,125.12928,68.942162,104.816147,72.033455,"2017-05-10",2017-05-10
25.412323,158.717865,25.980604,125.876099,70.083519,105.14901,71.756157,"2017-05-11",2017-05-11
25.38925,157.335022,28.375864,125.857422,68.320358,105.524529,71.72934,"2017-05-12",2017-05-12
25.473866,157.078659,28.551123,126.986977,68.541824,108.383682,71.827713,"2017-05-15",2017-05-15
25.073906,153.955933,28.718042,125.810768,67.391922,109.049431,70.65593,"2017-05-16",2017-05-16
24.78933,154.633606,28.51774,124.662514,65.015495,108.110603,69.895607,"2017-05-17",2017-05-17
24.781635,157.005356,28.392557,125.876099,65.26252,108.366653,70.03875,"2017-05-18",2017-05-18
24.966232,158.049347,28.292406,127.715149,65.006966,108.392235,69.591515,"2017-05-19",2017-05-19
24.704721,159.981583,28.334135,129.423447,65.023979,108.614143,68.858009,"2017-05-22",2017-05-22
24.720104,160.457764,28.442633,130.599731,65.816154,108.836044,69.761429,"2017-05-23",2017-05-23
24.65089,160.796555,28.601198,130.683716,65.092155,108.827522,69.734619,"2017-05-24",2017-05-24
24.735487,163.049332,28.65962,131.486557,64.691826,109.566376,70.074516,"2017-05-25",2017-05-25
24.720104,162.545639,28.250671,131.878616,65.279556,109.042305,69.815109,"2017-05-26",2017-05-26
24.712412,161.712372,28.384207,132.541428,65.390266,109.205536,70.083466,"2017-05-30",2017-05-30
25.112366,160.421082,28.701347,133.456284,65.441399,110.184967,71.174744,"2017-05-31",2017-05-31
25.158512,164.450455,29.051878,135.080597,66.684967,110.640312,71.550415,"2017-06-01",2017-06-01
25.02776,164.276413,29.302256,134.875229,67.332298,111.75721,71.675652,"2017-06-02",2017-06-02
24.881626,164.258102,29.143681,134.632523,67.110847,111.997742,70.977951,"2017-06-05",2017-06-05
24.666264,165.585983,29.160368,134.473801,66.352768,112.40155,70.745392,"2017-06-06",2017-06-06
24.612427,167.774597,29.110298,134.837891,66.574242,112.332825,71.013741,"2017-06-07",2017-06-07
24.420145,166.38266,29.060215,132.961517,66.804207,112.16098,71.648819,"2017-06-08",2017-06-08
25.204666,166.172043,28.51774,132.438736,67.894455,113.002953,72.489639,"2017-06-09",2017-06-09
25.15082,164.148254,28.42594,131.271835,67.868919,113.252083,72.36441,"2017-06-12",2017-06-12
25.058531,165.796616,28.534431,131.794632,68.013718,113.423935,72.67749,"2017-06-13",2017-06-13
25.143127,166.996231,28.676315,132.457413,68.822922,114.068298,72.99057,"2017-06-14",2017-06-14
25.23543,165.865219,28.467663,131.841278,68.218147,114.30024,73.393097,"2017-06-15",2017-06-15
25.35849,167.014603,28.826542,132.784164,65.637283,115.425735,73.240997,"2017-06-16",2017-06-16
25.550776,168.292755,28.909996,131.981308,66.523117,115.185181,73.652481,"2017-06-19",2017-06-19
25.812283,168.522659,28.976767,131.607925,66.250542,115.314041,74.019249,"2017-06-20",2017-06-20
26.058405,170.039856,29.110298,131.43988,66.574242,115.906845,73.920837,"2017-06-21",2017-06-21
26.196852,171.492706,29.510897,131.831955,65.77359,116.886269,75.414635,"2017-06-22",2017-06-22
26.281462,170.343338,29.268867,131.738617,65.935425,117.21273,75.038948,"2017-06-23",2017-06-23
26.181471,170.223755,29.335638,130.609055,68.243713,117.135414,75.38781,"2017-06-26",2017-06-26
25.973803,169.74559,28.85158,130.310333,68.558861,115.99276,74.278633,"2017-06-27",2017-06-27
25.958418,170.757095,28.667967,130.904907,69.206177,114.970375,74.332306,"2017-06-28",2017-06-28
25.866123,170.36171,28.476013,129.977905,68.371475,113.956612,73.974495,"2017-06-29",2017-06-29
25.835356,170.499603,28.450975,129.949829,68.53331,113.655884,73.616714,"2017-06-30",2017-06-30
26.01226,171.630646,28.275717,129.425446,68.669586,114.179993,73.974495,"2017-07-03",2017-07-03
25.873812,173.101898,28.509394,130.84874,67.851883,114.815712,73.974495,"2017-07-05",2017-07-05
25.550776,171.897324,28.075415,130.408646,67.042702,113.853485,72.99057,"2017-07-06",2017-07-06
25.650763,172.835205,28.167213,132.140945,66.983086,113.870659,73.60775,"2017-07-07",2017-07-07
25.696913,171.906525,28.06706,131.616562,66.557198,113.020157,73.598808,"2017-07-10",2017-07-10
25.512316,170.986969,27.741581,131.560379,66.13131,112.745193,73.661423,"2017-07-11",2017-07-11
25.550776,171.66745,27.47451,135.174805,65.969475,113.604332,74.690109,"2017-07-12",2017-07-12
25.596926,170.554855,27.032183,134.088608,66.369797,113.286461,75.155212,"2017-07-13",2017-07-13
25.712297,171.860535,28.267366,136.14856,66.378319,113.922234,75.450424,"2017-07-14",2017-07-14
25.573851,171.354813,27.858423,135.59613,66.693474,113.535622,74.815338,"2017-07-17",2017-07-17
25.658451,171.81456,27.966915,136.120514,66.43795,115.520256,74.86898,"2017-07-18",2017-07-18
25.858429,173.966232,28.042028,136.916428,65.918388,116.164589,75.343079,"2017-07-19",2017-07-19
25.7969,176.090393,28.284056,138.021362,66.149834,117.333031,75.808205,"2017-07-20",2017-07-20
25.750748,176.347809,28.417589,136.888382,66.038391,116.250504,75.727722,"2017-07-21",2017-07-21
25.627689,175.529495,28.250671,137.496979,66.098396,114.27449,75.799271,"2017-07-24",2017-07-24
25.458481,175.078918,28.192255,136.766602,67.650146,113.303642,73.518326,"2017-07-25",2017-07-25
25.296959,175.400726,28.325788,136.476318,67.118599,112.504662,73.205231,"2017-07-26",2017-07-26
25.381565,173.727203,24.102791,134.884476,67.658669,112.40155,74.260735,"2017-07-27",2017-07-27
25.496935,175.768555,25.262865,138.395889,68.370285,113.277901,74.332306,"2017-07-28",2017-07-28
25.504631,176.375412,25.187748,137.740433,68.52459,114.02533,73.938728,"2017-07-31",2017-07-31
25.443094,176.761627,24.97076,138.461426,68.327423,113.844894,73.679321,"2017-08-01",2017-08-01
25.56736,177.46965,25.312937,135.905121,68.370285,113.54422,73.187363,"2017-08-02",2017-08-02
25.963451,179.097229,25.321283,137.056885,67.384361,114.566582,73.285744,"2017-08-03",2017-08-03
26.126547,179.19841,25.179403,137.206696,66.844269,114.42054,73.625648,"2017-08-04",2017-08-04
25.870256,179.106415,25.087603,137.393997,67.830162,114.145599,73.41098,"2017-08-07",2017-08-07
25.846954,179.216782,24.82888,136.841507,67.358635,113.63868,73.321541,"2017-08-08",2017-08-08
25.978987,179.152435,24.972937,135.942551,68.09594,114.463493,73.858238,"2017-08-09",2017-08-09
25.955688,177.07431,24.60008,134.753403,67.847305,114.343224,73.393097,"2017-08-10",2017-08-10
25.823652,177.488068,24.642454,135.006241,68.078789,114.351799,73.05101,"2017-08-11",2017-08-11
25.870256,178.122559,24.659401,136.710419,67.984489,114.678276,73.357063,"2017-08-14",2017-08-14
25.92462,178.848969,24.625505,138.058823,67.821602,114.592369,73.555122,"2017-08-15",2017-08-15
25.909084,178.177765,24.727192,138.030701,67.94162,115.271088,72.636932,"2017-08-16",2017-08-16
25.59066,177.193787,24.642454,136.111099,67.632965,114.30024,70.035355,"2017-08-17",2017-08-17
25.37319,175.465088,24.67635,135.109222,66.578499,113.948021,69.37822,"2017-08-18",2017-08-18
25.443094,176.577744,24.540762,135.895782,66.561356,114.652489,69.657265,"2017-08-21",2017-08-21
25.745987,179.115646,24.633976,136.251633,66.664223,115.72644,70.449432,"2017-08-22",2017-08-22
25.815889,178.609894,24.693298,129.556519,66.535629,114.094063,70.350418,"2017-08-23",2017-08-23
25.808121,179.078888,24.972937,129.940445,64.632416,114.171394,70.989571,"2017-08-24",2017-08-24
25.932386,178.720245,24.778038,130.979843,64.598122,113.851463,70.926544,"2017-08-25",2017-08-25
25.994516,179.391495,24.947517,130.68956,64.692413,113.903351,70.971558,"2017-08-28",2017-08-28
26.017817,180.899536,24.964464,130.539764,65.232529,114.309731,70.71051,"2017-08-29",2017-08-29
25.978987,180.117935,24.786509,130.464844,65.481148,113.324066,72.456863,"2017-08-30",2017-08-30
26.344013,182.894928,25.278006,132.375031,66.304176,114.448074,73.177032,"2017-08-31",2017-08-31
26.375074,183.676514,25.515272,132.112854,66.801384,113.289482,72.087799,"2017-09-01",2017-09-01
26.250813,183.271927,25.481377,132.599731,67.46151,112.312469,71.853737,"2017-09-05",2017-09-05
26.39838,182.416733,25.710178,132.140945,68.481697,112.978233,72.474884,"2017-09-06",2017-09-06
26.39838,182.915222,27.023649,133.170959,68.936081,114.29245,73.402107,"2017-09-07",2017-09-07
26.483805,182.527557,27.328718,133.433136,68.344543,113.246223,74.644356,"2017-09-08",2017-09-08
26.654673,184.21666,27.955797,134.547379,68.344543,115.174332,74.383316,"2017-09-11",2017-09-11
27.470152,182.269073,28.320173,134.397552,70.667862,114.672852,73.969215,"2017-09-12",2017-09-12
27.229395,183.062881,27.667681,133.929413,71.225113,114.517227,74.203255,"2017-09-13",2017-09-13
27.749748,182.509079,27.642252,135.296494,70.847893,116.013023,74.779388,"2017-09-14",2017-09-14
27.462389,182.924408,27.565987,134.725311,71.302254,116.246437,74.21225,"2017-09-15",2017-09-15
27.609951,182.933685,27.472775,135.333954,71.422287,117.050529,74.284271,"2017-09-18",2017-09-18
27.532286,179.666153,27.684628,133.938766,71.242233,116.912209,73.573135,"2017-09-19",2017-09-19
27.951677,180.681488,27.904949,133.629761,69.184708,115.182983,73.834175,"2017-09-20",2017-09-20
27.93615,180.183014,27.803263,131.719574,68.207382,113.911995,75.013451,"2017-09-21",2017-09-21
27.928377,178.170868,28.769299,131.925537,68.267395,113.600723,75.535568,"2017-09-22",2017-09-22
27.578888,176.989365,28.811672,131.223282,69.759125,113.41053,76.192711,"2017-09-25",2017-09-25
27.415794,177.866257,28.26086,132.10347,69.999146,113.21167,75.814606,"2017-09-26",2017-09-26
27.532286,179.518509,28.226967,132.000443,69.844841,112.182777,76.201706,"2017-09-27",2017-09-27
27.648787,181.004532,28.371017,131.695236,69.66481,111.940689,76.516747,"2017-09-28",2017-09-28
27.726448,180.773758,28.709984,133.385788,69.71624,112.40757,77.002876,"2017-09-29",2017-09-29
28.013815,182.241409,29.040464,134.785217,69.244728,113.453751,77.732025,"2017-10-02",2017-10-02
28.068176,183.339813,29.031998,134.897903,69.364761,114.214615,77.822052,"2017-10-03",2017-10-03
27.928377,185.047348,29.108257,137.095688,68.644608,114.897644,78.281181,"2017-10-04",2017-10-04
27.959444,182.66597,29.006569,139.293396,69.356194,115.157036,78.90229,"2017-10-05",2017-10-05
27.998276,182.81366,29.031998,139.941467,65.944092,115.182983,78.389183,"2017-10-06",2017-10-06
28.068176,181.189148,29.218424,137.05806,63.697956,115.381821,78.362175,"2017-10-09",2017-10-09
28.270102,179.693863,29.345535,135.893494,64.049446,115.770912,77.561005,"2017-10-10",2017-10-10
28.308941,180.229187,29.311638,137.508911,63.355022,118.148582,77.470978,"2017-10-11",2017-10-11
28.231279,178.06929,29.260796,137.64975,63.252155,118.304176,77.804054,"2017-10-12",2017-10-12
28.223501,177.700089,29.328583,137.771881,62.240501,117.958366,77.912079,"2017-10-13",2017-10-13
27.943911,178.327774,29.36248,138.335373,62.103352,117.690323,77.371948,"2017-10-16",2017-10-16
28.114775,188.194855,29.472643,139.744186,62.266239,121.72802,77.470978,"2017-10-17",2017-10-17
27.82741,189.431717,29.36248,139.603302,63.526489,121.632957,77.173927,"2017-10-18",2017-10-18
28.145847,187.604156,29.413326,140.242004,63.980843,122.808815,77.74102,"2017-10-19",2017-10-19
28.285639,191.517746,29.337061,141.340836,65.575432,123.120087,78.524193,"2017-10-20",2017-10-20
28.270102,191.074722,29.142155,140.805496,65.506401,124.174919,78.479187,"2017-10-23",2017-10-23
28.169138,192.126953,28.989622,140.589523,65.592697,122.462967,76.6698,"2017-10-24",2017-10-24
28.083706,191.582352,28.913355,141.049667,65.178513,123.085495,76.381737,"2017-10-25",2017-10-25
27.757513,193.049957,28.413387,139.7724,63.262753,122.609985,75.76062,"2017-10-26",2017-10-26
27.648787,196.234406,28.379494,150.028503,59.534809,122.584015,75.490532,"2017-10-27",2017-10-27
27.299297,193.27153,28.616768,145.924133,59.06881,121.045036,74.401306,"2017-10-30",2017-10-30
27.229395,194.037613,29.235371,145.45459,59.137859,120.534912,73.762169,"2017-10-31",2017-10-31
27.384731,193.400711,29.286217,145.041306,59.54343,121.027702,74.617363,"2017-11-01",2017-11-01
27.540054,194.849869,28.904882,145.595474,59.871349,120.984474,74.833412,"2017-11-02",2017-11-02
27.609951,196.483582,29.218424,146.684937,59.759182,121.114204,75.175476,"2017-11-03",2017-11-03
27.43132,195.791336,28.9981,146.18718,57.644947,120.837494,74.662384,"2017-11-06",2017-11-06
27.462389,196.32666,28.48118,146.722473,59.500294,120.846146,74.968437,"2017-11-07",2017-11-07
27.446852,194.545303,28.243912,146.947922,59.534809,122.18631,75.625565,"2017-11-08",2017-11-08
27.587927,195.274429,28.057484,147.098145,59.560692,121.347649,75.607552,"2017-11-09",2017-11-09
27.572252,194.822189,27.888,145.088257,61.260693,120.664589,74.977432,"2017-11-10",2017-11-10
27.666311,196.28978,27.888,146.281082,61.683552,120.837494,74.590347,"2017-11-13",2017-11-13
27.729008,195.412918,28.176119,146.468887,60.786091,120.604057,74.72625,"2017-11-14",2017-11-14
27.713327,193.705276,28.294758,145.38884,60.233784,120.266861,74.454475,"2017-11-15",2017-11-15
27.870079,194.877563,28.404917,146.96669,60.630772,120.067978,75.586807,"2017-11-16",2017-11-16
27.721174,193.742249,28.354069,145.952316,60.993195,119.315781,75.088593,"2017-11-17",2017-11-17
27.705492,194.065277,28.286282,145.341858,60.73431,119.255249,75.351311,"2017-11-20",2017-11-20
27.854404,196.234406,28.582869,146.262268,61.700802,119.609764,75.650223,"2017-11-21",2017-11-21
27.768187,194.960617,28.667612,145.37941,61.683552,118.701935,75.804222,"2017-11-22",2017-11-22
27.815222,196.151321,28.676088,145.266739,60.881001,119.324432,76.121284,"2017-11-24",2017-11-24
27.815222,196.049805,28.540497,145.689346,60.75156,120.133423,76.827881,"2017-11-27",2017-11-27
28.097363,199.501923,28.404917,146.30925,62.736336,121.803688,77.045296,"2017-11-28",2017-11-28
28.379517,205.723068,28.235435,144.731384,63.340412,121.620972,76.963776,"2017-11-29",2017-11-29
28.418707,211.31691,27.854105,146.515869,66.101852,121.20343,76.673882,"2017-11-30",2017-11-30
28.489243,210.029587,27.837154,146.393799,64.824684,121.768852,77.289864,"2017-12-01",2017-12-01
28.261951,205.065445,27.260923,143.097214,61.864769,120.925072,77.525406,"2017-12-04",2017-12-04
27.924944,203.833771,27.286346,142.787247,61.277962,121.499214,77.96022,"2017-12-05",2017-12-05
27.870079,203.69487,27.193132,142.533661,61.597252,122.708374,77.289864,"2017-12-06",2017-12-06
27.823051,203.889328,27.303295,141.960709,61.347012,121.794968,77.788116,"2017-12-07",2017-12-07
28.011154,207.371628,27.743946,142.693283,63.072887,122.299469,78.313522,"2017-12-08",2017-12-08
28.379517,206.315781,28.065956,143.425919,63.064289,122.777946,78.512802,"2017-12-11",2017-12-11
28.6695,206.056458,28.320173,144.32753,62.865788,124.048019,78.549034,"2017-12-12",2017-12-12
28.716532,207.779083,28.447285,143.989426,61.804356,124.300316,79.617989,"2017-12-13",2017-12-13
28.575453,204.908051,28.210018,142.139191,61.096741,123.221611,78.358833,"2017-12-14",2017-12-14
29.155424,205.435974,28.074436,144.872253,63.064289,123.926208,78.39505,"2017-12-15",2017-12-15
29.100555,206.223129,28.252384,146.036835,61.847507,123.352089,77.97834,"2017-12-18",2017-12-18
