,AZN,Dates
1930,132.112854,2017-09-01
1931,132.599731,2017-09-05
1932,132.140945,2017-09-06
1933,133.170959,2017-09-07
1934,133.433136,2017-09-08
1935,134.547379,2017-09-11
1936,134.397552,2017-09-12
1937,133.929413,2017-09-13
1938,135.296494,2017-09-14
1939,134.725311,2017-09-15
1940,135.333954,2017-09-18
1941,133.938766,2017-09-19
1942,133.629761,2017-09-20
1943,131.719574,2017-09-21
1944,131.925537,2017-09-22
1945,131.223282,2017-09-25
1946,132.10347,2017-09-26
1947,132.000443,2017-09-27
1948,131.695236,2017-09-28
1949,133.385788,2017-09-29
1950,134.785217,2017-10-02
1951,134.897903,2017-10-03
1952,137.095688,2017-10-04
1953,139.293396,2017-10-05
1954,139.941467,2017-10-06
1955,137.05806,2017-10-09
1956,135.893494,2017-10-10
1957,137.508911,2017-10-11
1958,137.64975,2017-10-12
1959,137.771881,2017-10-13
1960,138.335373,2017-10-16
1961,139.744186,2017-10-17
1962,139.603302,2017-10-18
1963,140.242004,2017-10-19
1964,141.340836,2017-10-20
1965,140.805496,2017-10-23
1966,140.589523,2017-10-24
1967,141.049667,2017-10-25
1968,139.7724,2017-10-26
1969,150.028503,2017-10-27
1970,145.924133,2017-10-30
1971,145.45459,2017-10-31
1972,145.041306,2017-11-01
1973,145.595474,2017-11-02
1974,146.684937,2017-11-03
1975,146.18718,2017-11-06
1976,146.722473,2017-11-07
1977,146.947922,2017-11-08
1978,147.098145,2017-11-09
1979,145.088257,2017-11-10
1980,146.281082,2017-11-13
1981,146.468887,2017-11-14
1982,145.38884,2017-11-15
1983,146.96669,2017-11-16
1984,145.952316,2017-11-17
1985,145.341858,2017-11-20
1986,146.262268,2017-11-21
1987,145.37941,2017-11-22
1988,145.266739,2017-11-24
1989,145.689346,2017-11-27
1990,146.30925,2017-11-28
1991,144.731384,2017-11-29
1992,146.515869,2017-11-30
1993,146.393799,2017-12-01
1994,143.097214,2017-12-04
1995,142.787247,2017-12-05
1996,142.533661,2017-12-06
1997,141.960709,2017-12-07
1998,142.693283,2017-12-08
1999,143.425919,2017-12-11
2000,144.32753,2017-12-12
2001,143.989426,2017-12-13
2002,142.139191,2017-12-14
2003,144.872253,2017-12-15
2004,146.036835,2017-12-18
2005,145.820847,2017-12-19
2006,145.370041,2017-12-20
2007,144.731384,2017-12-21
2008,144.768951,2017-12-22
2009,144.834702,2017-12-26
2010,146.158981,2017-12-27
2011,146.601761,2017-12-28
2012,145.866943,2017-12-29
2013,148.749588,2018-01-02
2014,149.588043,2018-01-03
2015,149.540939,2018-01-04
2016,151.726486,2018-01-05
2017,153.798965,2018-01-08
2018,151.462738,2018-01-09
2019,150.294556,2018-01-10
2020,149.409058,2018-01-11
2021,149.06044,2018-01-12
2022,150.228607,2018-01-16
2023,150.982254,2018-01-17
2024,150.991684,2018-01-18
2025,151.933746,2018-01-19
2026,153.101883,2018-01-22
2027,152.555496,2018-01-23
2028,154.957748,2018-01-24
2029,155.956268,2018-01-25
2030,159.121582,2018-01-26
2031,158.970871,2018-01-29
2032,158.688202,2018-01-30
2033,154.85408,2018-01-31
2034,155.230881,2018-02-01
2035,152.847534,2018-02-02
2036,145.452423,2018-02-05
2037,145.207489,2018-02-06
2038,144.764725,2018-02-07
2039,139.432724,2018-02-08
2040,142.456696,2018-02-09
2041,144.755325,2018-02-12
2042,145.603165,2018-02-13
2043,147.185806,2018-02-14
2044,149.352509,2018-02-15
2045,150.605423,2018-02-16
2046,149.540939,2018-02-20
2047,148.730743,2018-02-21
2048,149.748184,2018-02-22
2049,152.329376,2018-02-23
2050,156.163544,2018-02-26
2051,154.609116,2018-02-27
2052,152.762711,2018-02-28
2053,150.059052,2018-03-01
2054,151.481522,2018-03-02
2055,153.120728,2018-03-05
2056,153.299713,2018-03-06
2057,153.544647,2018-03-07
2058,153.883774,2018-03-08
2059,156.766464,2018-03-09
2060,158.160706,2018-03-12
2061,157.425888,2018-03-13
2062,156.738174,2018-03-14
2063,156.804123,2018-03-15
2064,157.802673,2018-03-16
2065,156.408463,2018-03-19
2066,156.860657,2018-03-20
2067,155.183792,2018-03-21
2068,151.490967,2018-03-22
2069,148.438766,2018-03-23
2070,151.104706,2018-03-26
2071,149.352509,2018-03-27
2072,149.258011,2018-03-28
2073,152.045349,2018-03-29
2074,147.632889,2018-04-02
2075,150.316269,2018-04-03
2076,150.070587,2018-04-04
2077,151.242249,2018-04-05
2078,146.612411,2018-04-06
2079,148.388794,2018-04-09
2080,151.535156,2018-04-10
2081,149.144669,2018-04-11
2082,149.815491,2018-04-12
2083,149.617096,2018-04-13
2084,153.122482,2018-04-16
2085,154.624786,2018-04-17
2086,155.626373,2018-04-18
2087,154.530304,2018-04-19
2088,155.191711,2018-04-20
2089,157.582153,2018-04-23
2090,155.626373,2018-04-24
2091,156.259369,2018-04-25
2092,158.838821,2018-04-26
2093,161.257614,2018-04-27
2094,160.076599,2018-04-30
2095,159.623077,2018-05-01
2096,157.818405,2018-05-02
2097,157.610519,2018-05-03
2098,158.734848,2018-05-04
2099,158.24353,2018-05-07
2100,157.431,2018-05-08
2101,158.158493,2018-05-09
2102,159.651398,2018-05-10
2103,160.133255,2018-05-11
2104,159.821457,2018-05-14
2105,158.942734,2018-05-15
2106,162.287491,2018-05-16
2107,161.815079,2018-05-17
2108,163.279617,2018-05-18
2109,164.158325,2018-05-21
2110,163.364655,2018-05-22
2111,165.745712,2018-05-23
2112,165.386658,2018-05-24
2113,164.196121,2018-05-25
2114,162.835541,2018-05-29
2115,165.414993,2018-05-30
2116,164.422897,2018-05-31
2117,165.783478,2018-06-01
2118,166.643265,2018-06-04
2119,167.446411,2018-06-05
2120,169.865234,2018-06-06
2121,168.325104,2018-06-07
2122,169.081009,2018-06-08
2123,160.416748,2018-06-11
2124,153.575989,2018-06-12
2125,157.412079,2018-06-13
2126,159.443527,2018-06-14
2127,159.093933,2018-06-15
2128,160.860809,2018-06-18
2129,160.369476,2018-06-19
2130,160.189926,2018-06-20
2131,160.445053,2018-06-21
2132,162.514282,2018-06-22
2133,160.88916,2018-06-25
2134,162.750488,2018-06-26
2135,159.830872,2018-06-27
2136,160.096207,2018-06-28
2137,159.991974,2018-06-29
2138,161.03421,2018-07-02
2139,160.873123,2018-07-03
2140,162.33223,2018-07-05
2141,164.018799,2018-07-06
2142,164.492508,2018-07-09
2143,165.222076,2018-07-10
2144,164.312469,2018-07-11
2145,165.174713,2018-07-12
2146,165.146286,2018-07-13
2147,164.312469,2018-07-16
2148,166.861237,2018-07-17
2149,164.615692,2018-07-18
2150,163.781921,2018-07-19
2151,165.146286,2018-07-20
2152,165.506317,2018-07-23
2153,163.838791,2018-07-24
2154,161.053177,2018-07-25
2155,162.389114,2018-07-26
2156,160.162506,2018-07-27
2157,156.325226,2018-07-30
2158,154.676559,2018-07-31
2159,156.334686,2018-08-01
2160,157.708572,2018-08-02
2161,156.618896,2018-08-03
2162,157.405334,2018-08-06
2163,156.505249,2018-08-07
2164,157.433792,2018-08-08
2165,158.23912,2018-08-09
2166,157.168457,2018-08-10
2167,157.386383,2018-08-13
2168,157.481186,2018-08-14
2169,158.02121,2018-08-15
2170,159.830902,2018-08-16
2171,161.053177,2018-08-17
2172,160.029861,2018-08-20
2173,159.461411,2018-08-21
2174,160.645706,2018-08-22
2175,160.503647,2018-08-23
2176,161.053177,2018-08-24
2177,161.526871,2018-08-27
2178,160.967896,2018-08-28
2179,162.275406,2018-08-29
2180,160.14357,2018-08-30
2181,160.532074,2018-08-31
2182,159.745636,2018-09-04
2183,159.215042,2018-09-05
2184,162.25647,2018-09-06
2185,160.835236,2018-09-07
2186,161.44162,2018-09-10
2187,162.739655,2018-09-11
2188,164.189331,2018-09-12
2189,163.980911,2018-09-13
2190,161.545853,2018-09-14
2191,160.95842,2018-09-17
2192,164.956772,2018-09-18
2193,164.416718,2018-09-19
2194,164.378845,2018-09-20
2195,165.3358,2018-09-21
2196,166.832825,2018-09-24
2197,166.539063,2018-09-25
2198,166.548584,2018-09-26
2199,166.292053,2018-09-27
2200,168.80014,2018-09-28
2201,169.721634,2018-10-01
2202,168.515091,2018-10-02
2203,166.548584,2018-10-03
2204,164.895538,2018-10-04
2205,165.389526,2018-10-05
2206,166.254044,2018-10-08
2207,167.280075,2018-10-09
2208,162.596451,2018-10-10
2209,160.287933,2018-10-11
2210,162.491974,2018-10-12
2211,160.943405,2018-10-15
2212,166.349075,2018-10-16
2213,167.422592,2018-10-17
2214,164.449036,2018-10-18
2215,160.496918,2018-10-19
2216,159.3759,2018-10-22
2217,158.302368,2018-10-23
2218,155.043762,2018-10-24
2219,157.010315,2018-10-25
2220,152.364731,2018-10-26
2221,153.666275,2018-10-29
2222,153.941727,2018-10-30
2223,154.112762,2018-10-31
2224,158.245422,2018-11-01
2225,157.105331,2018-11-02
2226,158.017349,2018-11-05
2227,158.397354,2018-11-06
2228,161.266418,2018-11-07
2229,162.729462,2018-11-08
2230,162.691483,2018-11-09
2231,161.513428,2018-11-12
2232,159.432907,2018-11-13
2233,157.703827,2018-11-14
2234,160.287933,2018-11-15
2235,163.555984,2018-11-16
2236,159.33786,2018-11-19
2237,157.656326,2018-11-20
2238,156.126816,2018-11-21
2239,156.563843,2018-11-23
2240,157.618347,2018-11-26
2241,158.720352,2018-11-27
2242,163.099976,2018-11-28
2243,162.368454,2018-11-29
2244,166.691086,2018-11-30
2245,165.199539,2018-12-03
2246,163.641464,2018-12-04
2247,163.822006,2018-12-06
2248,160.411407,2018-12-07
2249,162.662964,2018-12-10
2250,163.080978,2018-12-11
2251,163.983475,2018-12-12
2252,164.221024,2018-12-13
2253,158.23587,2018-12-14
2254,152.1082,2018-12-17
2255,153.409744,2018-12-18
2256,150.103653,2018-12-19
2257,146.104034,2018-12-20
2258,143.196991,2018-12-21
2259,137.753326,2018-12-24
2260,143.291977,2018-12-26
2261,146.873596,2018-12-27
2262,147.559921,2018-12-28
2263,149.418732,2018-12-31
2264,147.273926,2019-01-02
2265,145.329361,2019-01-03
2266,149.714188,2019-01-04
2267,149.657028,2019-01-07
2268,151.468155,2019-01-08
2269,152.326065,2019-01-09
2270,153.793991,2019-01-10
2271,152.030563,2019-01-11
2272,150.286133,2019-01-14
2273,154.556595,2019-01-15
2274,155.75766,2019-01-16
2275,156.720444,2019-01-17
2276,159.713547,2019-01-18
2277,158.121658,2019-01-22
2278,158.026352,2019-01-23
2279,159.47525,2019-01-24
2280,158.007324,2019-01-25
2281,154.423141,2019-01-28
2282,153.536652,2019-01-29
2283,170.999802,2019-01-30
2284,169.264938,2019-01-31
2285,169.017105,2019-02-01
2286,168.855042,2019-02-04
2287,170.96167,2019-02-05
2288,172.248505,2019-02-06
2289,172.296188,2019-02-07
2290,174.116852,2019-02-08
2291,174.946182,2019-02-11
2292,176.976578,2019-02-12
2293,176.62384,2019-02-13
2294,176.862152,2019-02-14
2295,178.091858,2019-02-15
2296,177.405533,2019-02-19
2297,178.863937,2019-02-20
2298,178.806763,2019-02-21
2299,179.845764,2019-02-22
2300,178.711441,2019-02-25
2301,176.576233,2019-02-26
2302,178.034637,2019-02-27
2303,179.693237,2019-02-28
2304,182.619659,2019-03-01
2305,181.752243,2019-03-04
2306,181.04686,2019-03-05
2307,179.531189,2019-03-06
2308,178.311066,2019-03-07
2309,178.473114,2019-03-08
2310,180.370071,2019-03-11
2311,181.87619,2019-03-12
2312,182.867554,2019-03-13
2313,184.306839,2019-03-14
2314,184.964645,2019-03-15
2315,184.526108,2019-03-18
2316,186.947342,2019-03-19
2317,187.919632,2019-03-20
2318,188.73938,2019-03-21
2319,185.345917,2019-03-22
2320,186.041794,2019-03-25
2321,186.90921,2019-03-26
2322,187.02359,2019-03-27
2323,187.444122,2019-03-28
2324,188.782227,2019-03-29
2325,187.425018,2019-04-01
2326,186.536194,2019-04-02
2327,186.220779,2019-04-03
2328,185.140762,2019-04-04
2329,186.603073,2019-04-05
2330,187.080963,2019-04-08
2331,187.300766,2019-04-09
2332,187.463242,2019-04-10
2333,186.689102,2019-04-11
2334,184.146759,2019-04-12
2335,184.863571,2019-04-15
2336,180.677322,2019-04-16
2337,172.266617,2019-04-17
2338,172.285767,2019-04-18
2339,174.101715,2019-04-22
2340,178.689362,2019-04-23
2341,176.854294,2019-04-24
2342,178.890045,2019-04-25
2343,179.950928,2019-04-26
2344,179.004745,2019-04-29
2345,180.553101,2019-04-30
2346,178.440857,2019-05-01
2347,180.495773,2019-05-02
2348,182.273468,2019-05-03
2349,182.569778,2019-05-06
2350,179.234131,2019-05-07
2351,179.731155,2019-05-08
2352,179.692902,2019-05-09
2353,179.014282,2019-05-10
2354,176.051468,2019-05-13
2355,176.032364,2019-05-14
2356,177.456421,2019-05-15
2357,177.418198,2019-05-16
2358,175.994095,2019-05-17
2359,176.156601,2019-05-20
2360,177.24614,2019-05-21
2361,177.72403,2019-05-22
2362,176.338196,2019-05-23
2363,176.596237,2019-05-24
2364,173.929688,2019-05-28
2365,173.356171,2019-05-29
2366,175.621384,2019-05-30
2367,175.133926,2019-05-31
2368,174.923645,2019-06-03
2369,178.201935,2019-06-04
2370,180.772934,2019-06-05
2371,183.334335,2019-06-06
2372,185.704681,2019-06-07
2373,187.444122,2019-06-10
2374,186.192093,2019-06-11
2375,188.428543,2019-06-12
2376,188.074966,2019-06-13
2377,186.822906,2019-06-14
2378,187.702209,2019-06-17
2379,189.412964,2019-06-18
2380,191.620834,2019-06-19
2381,194.287384,2019-06-20
2382,193.752167,2019-06-21
2383,195.434311,2019-06-24
2384,194.784393,2019-06-25
2385,193.417664,2019-06-26
2386,194.078796,2019-06-27
2387,196.991837,2019-06-28
2388,197.911713,2019-07-01
2389,197.202652,2019-07-02
2390,199.454468,2019-07-03
2391,199.847351,2019-07-05
2392,199.377823,2019-07-08
2393,200.24025,2019-07-09
2394,200.326447,2019-07-10
2395,202.032089,2019-07-11
2396,197.777573,2019-07-12
2397,196.905609,2019-07-15
2398,196.819351,2019-07-16
2399,199.262833,2019-07-17
2400,201.658386,2019-07-18
2401,199.329926,2019-07-19
2402,199.780258,2019-07-22
2403,200.623505,2019-07-23
2404,204.648071,2019-07-24
2405,203.776062,2019-07-25
2406,205.491287,2019-07-26
2407,206.324966,2019-07-29
2408,204.686386,2019-07-30
2409,201.016373,2019-07-31
2410,204.025192,2019-08-01
2411,202.77951,2019-08-02
2412,197.068466,2019-08-05
2413,202.386642,2019-08-06
2414,202.894485,2019-08-07
2415,208.691757,2019-08-08
2416,209.602081,2019-08-09
2417,208.116837,2019-08-12
2418,209.956635,2019-08-13
2419,203.201141,2019-08-14
2420,206.305771,2019-08-15
2421,207.934769,2019-08-16
2422,209.506256,2019-08-19
2423,208.835464,2019-08-20
2424,209.870392,2019-08-21
2425,209.151733,2019-08-22
2426,205.155914,2019-08-23
2427,208.068893,2019-08-26
2428,209.381683,2019-08-27
2429,210.320755,2019-08-28
2430,212.553406,2019-08-29
2431,211.441864,2019-08-30
2432,209.00795,2019-09-03
2433,209.851227,2019-09-04
2434,211.020248,2019-09-05
2435,212.150925,2019-09-06
2436,208.107239,2019-09-09
2437,204.763031,2019-09-10
2438,208.845062,2019-09-11
2439,210.847763,2019-09-12
2440,209.06546,2019-09-13
2441,206.296219,2019-09-16
2442,209.27626,2019-09-17
2443,211.269379,2019-09-18
2444,211.815582,2019-09-19
2445,211.959305,2019-09-20
2446,210.991501,2019-09-23
2447,208.883377,2019-09-24
2448,208.845062,2019-09-25
2449,207.350235,2019-09-26
2450,205.179459,2019-09-27
2451,207.76329,2019-09-30
2452,204.324585,2019-10-01
2453,200.847458,2019-10-02
2454,204.718399,2019-10-03
2455,206.98526,2019-10-04
2456,204.535889,2019-10-07
2457,199.675598,2019-10-08
2458,202.547577,2019-10-09
2459,202.951004,2019-10-10
2460,205.371536,2019-10-11
2461,204.266953,2019-10-14
2462,206.466568,2019-10-15
2463,207.23497,2019-10-16
2464,207.052475,2019-10-17
2465,206.821976,2019-10-18
2466,206.581848,2019-10-21
2467,201.481384,2019-10-22
2468,202.153793,2019-10-23
2469,203.066284,2019-10-24
2470,203.26796,2019-10-25
2471,205.285095,2019-10-28
2472,211.82634,2019-10-29
2473,208.522125,2019-10-30
2474,207.734482,2019-10-31
2475,204.372589,2019-11-01
2476,197.07254,2019-11-04
2477,190.540863,2019-11-05
2478,193.076736,2019-11-06
2479,192.855804,2019-11-07
2480,191.895294,2019-11-08
2481,190.588928,2019-11-11
2482,192.279449,2019-11-12
2483,193.768295,2019-11-13
2484,195.141861,2019-11-14
2485,198.10994,2019-11-15
2486,196.966888,2019-11-18
2487,198.945587,2019-11-19
2488,196.236908,2019-11-20
2489,193.33606,2019-11-21
2490,193.633804,2019-11-22
2491,195.084259,2019-11-25
2492,194.469528,2019-11-26
2493,196.851639,2019-11-27
2494,196.77478,2019-11-29
2495,194.34462,2019-12-02
2496,195.05542,2019-12-03
2497,196.304123,2019-12-04
2498,195.18988,2019-12-05
2499,195.939148,2019-12-06
2500,192.490799,2019-12-09
2501,190.310394,2019-12-10
2502,190.166321,2019-12-11
2503,191.885666,2019-12-12
2504,194.920929,2019-12-13
2505,196.188873,2019-12-16
2506,195.430023,2019-12-17
2507,200.290314,2019-12-18
2508,199.867661,2019-12-19
2509,201.711929,2019-12-20
2510,204.151657,2019-12-23
2511,203.229568,2019-12-24
2512,201.471771,2019-12-26
2513,202.240234,2019-12-27
2514,201.041061,2019-12-30
2515,202.206512,2019-12-31
2516,202.697708,2020-01-02
2517,201.8694,2020-01-03
2518,204.402527,2020-01-06
2519,201.898285,2020-01-07
2520,202.928894,2020-01-08
2521,203.834259,2020-01-09
2522,201.9272,2020-01-10
2523,199.268875,2020-01-13
2524,200.299469,2020-01-14
2525,199.134018,2020-01-15
2526,201.744171,2020-01-16
2527,204.35434,2020-01-17
2528,206.742996,2020-01-21
2529,209.073853,2020-01-22
2530,208.255173,2020-01-23
2531,206.338486,2020-01-24
2532,206.694839,2020-01-27
2533,206.309586,2020-01-28
2534,202.919235,2020-01-29
2535,205.953171,2020-01-30
2536,202.938477,2020-01-31
2537,203.843887,2020-02-03
2538,208.380371,2020-02-04
2539,209.709534,2020-02-05
2540,210.200775,2020-02-06
2541,206.897095,2020-02-07
2542,209.227982,2020-02-10
2543,210.104431,2020-02-11
2544,208.120346,2020-02-12
2545,209.401321,2020-02-13
2546,213.379227,2020-02-14
2547,213.754822,2020-02-18
2548,216.808075,2020-02-19
2549,216.201263,2020-02-20
2550,216.037521,2020-02-21
2551,207.609848,2020-02-24
2552,198.710205,2020-02-25
2553,194.231506,2020-02-26
2554,187.672379,2020-02-27
2555,183.569321,2020-02-28
2556,189.955063,2020-03-02
2557,181.874115,2020-03-03
2558,191.091583,2020-03-04
2559,182.615768,2020-03-05
2560,179.032776,2020-03-06
2561,166.270889,2020-03-09
2562,176.798279,2020-03-10
2563,169.150742,2020-03-11
2564,148.567932,2020-03-12
2565,158.247757,2020-03-13
2566,138.531769,2020-03-16
2567,134.996964,2020-03-17
2568,133.87973,2020-03-18
2569,143.992905,2020-03-19
2570,134.245697,2020-03-20
2571,121.840157,2020-03-23
2572,138.156158,2020-03-24
2573,147.412125,2020-03-25
2574,157.313461,2020-03-26
2575,153.354874,2020-03-27
2576,157.525955,2020-03-30
2577,160.938278,2020-03-31
2578,139.845871,2020-04-01
2579,144.592133,2020-04-02
2580,143.132492,2020-04-03
2581,160.135925,2020-04-06
2582,160.261597,2020-04-07
2583,170.546768,2020-04-08
2584,176.627075,2020-04-09
2585,166.341858,2020-04-13
2586,169.541504,2020-04-14
2587,166.78653,2020-04-15
2588,168.980789,2020-04-16
2589,183.190659,2020-04-17
2590,178.560364,2020-04-20
2591,172.944107,2020-04-21
2592,175.853745,2020-04-22
2593,176.395065,2020-04-23
2594,181.846985,2020-04-24
2595,185.558945,2020-04-27
2596,178.840683,2020-04-28
2597,186.254913,2020-04-29
2598,180.213348,2020-04-30
2599,174.597061,2020-05-01
2600,172.615479,2020-05-04
2601,181.663315,2020-05-05
2602,179.64299,2020-05-06
2603,185.781265,2020-05-07
2604,185.674942,2020-05-08
2605,187.182922,2020-05-11
2606,181.895325,2020-05-12
2607,175.099747,2020-05-13
2608,173.398453,2020-05-14
2609,174.258743,2020-05-15
2610,185.520279,2020-05-18
2611,181.982361,2020-05-19
2612,184.611618,2020-05-20
2613,178.918015,2020-05-21
2614,177.99971,2020-05-22
2615,180.087692,2020-05-26
2616,185.23027,2020-05-27
2617,188.835876,2020-05-28
2618,189.203247,2020-05-29
2619,190.672531,2020-06-01
2620,191.774536,2020-06-02
2621,194.007492,2020-06-03
2622,191.474884,2020-06-04
2623,200.126434,2020-06-05
2624,199.130768,2020-06-08
2625,194.007492,2020-06-09
2626,194.442505,2020-06-10
2627,177.419739,2020-06-11
2628,181.527985,2020-06-12
2629,182.194977,2020-06-15
2630,185.085266,2020-06-16
2631,183.238953,2020-06-17
2632,183.68364,2020-06-18
2633,180.870682,2020-06-19
2634,178.918015,2020-06-22
2635,180.571014,2020-06-23
2636,170.421158,2020-06-24
2637,169.75415,2020-06-25
2638,167.965851,2020-06-26
2639,172.170197,2020-06-29
2640,174.75972,2020-06-30
2641,178.299728,2020-07-01
2642,178.396713,2020-07-02
2643,178.357925,2020-07-06
2644,174.905228,2020-07-07
2645,176.29213,2020-07-08
2646,172.412659,2020-07-09
2647,172.529022,2020-07-10
2648,172.499969,2020-07-13
2649,177.203812,2020-07-14
2650,182.935669,2020-07-15
2651,180.966843,2020-07-16
2652,187.232193,2020-07-17
2653,184.933594,2020-07-20
2654,186.70845,2020-07-21
2655,188.99733,2020-07-22
2656,189.27861,2020-07-23
2657,192.837997,2020-07-24
2658,191.392868,2020-07-27
2659,188.42511,2020-07-28
2660,195.34024,2020-07-29
2661,194.166718,2020-07-30
2662,187.474655,2020-07-31
2663,185.825867,2020-08-03
2664,183.595215,2020-08-04
2665,182.295593,2020-08-05
2666,182.906601,2020-08-06
2667,185.76767,2020-08-07
2668,182.014313,2020-08-10
2669,183.226669,2020-08-11
2670,184.448685,2020-08-12
2671,185.205154,2020-08-13
2672,182.693237,2020-08-14
2673,183.333344,2020-08-17
2674,183.653412,2020-08-18
2675,180.491623,2020-08-19
2676,182.198578,2020-08-20
2677,183.09082,2020-08-21
2678,183.013306,2020-08-24
2679,183.857071,2020-08-25
2680,183.313934,2020-08-26
2681,190.287247,2020-08-27
2682,192.236725,2020-08-28
2683,192.188202,2020-08-31
2684,192.062103,2020-09-01
2685,195.543884,2020-09-02
2686,192.168762,2020-09-03
2687,191.664459,2020-09-04
2688,194.050293,2020-09-08
2689,199.219681,2020-09-09
2690,195.699066,2020-09-10
2691,195.93187,2020-09-11
2692,199.316696,2020-09-14
2693,204.156326,2020-09-15
2694,209.306259,2020-09-16
2695,205.194061,2020-09-17
2696,200.160477,2020-09-18
2697,196.795044,2020-09-21
2698,197.241135,2020-09-22
2699,196.3004,2020-09-23
2700,192.964081,2020-09-24
2701,198.831757,2020-09-25
2702,201.004242,2020-09-28
2703,199.12233,2020-09-29
2704,202.65274,2020-09-30
2705,202.944504,2020-10-01
2706,202.584671,2020-10-02
2707,208.186615,2020-10-05
2708,204.811813,2020-10-06
2709,211.434952,2020-10-07
2710,213.078598,2020-10-08
2711,216.813232,2020-10-09
2712,219.439148,2020-10-12
2713,213.963654,2020-10-13
2714,215.150146,2020-10-14
2715,216.229706,2020-10-15
2716,217.902512,2020-10-16
2717,214.829208,2020-10-19
2718,214.741684,2020-10-20
2719,214.838913,2020-10-21
2720,218.476303,2020-10-22
2721,215.811462,2020-10-23
2722,208.847961,2020-10-26
2723,207.603088,2020-10-27
2724,199.326569,2020-10-28
2725,199.754486,2020-10-29
2726,196.467224,2020-10-30
2727,197.216125,2020-11-02
2728,202.545761,2020-11-03
2729,202.030304,2020-11-04
2730,204.821564,2020-11-05
2731,207.583633,2020-11-06
2732,227.919907,2020-11-09
2733,224.243622,2020-11-10
2734,219.059875,2020-11-11
2735,219.040421,2020-11-12
2736,225.576035,2020-11-13
2737,229.310669,2020-11-16
2738,225.089737,2020-11-17
2739,225.400955,2020-11-18
2740,227.161285,2020-11-19
2741,226.470764,2020-11-20
2742,226.616623,2020-11-23
2743,233.71637,2020-11-24
2744,227.30719,2020-11-25
2745,226.42215,2020-11-27
2746,226.995972,2020-11-30
2747,224.661819,2020-12-01
2748,227.832352,2020-12-02
2749,228.338104,2020-12-03
2750,233.016098,2020-12-04
2751,230.302658,2020-12-07
2752,228.989685,2020-12-08
2753,229.456543,2020-12-09
2754,228.678513,2020-12-10
2755,225.828888,2020-12-11
2756,224.613174,2020-12-14
2757,227.637863,2020-12-15
2758,228.678513,2020-12-16
2759,231.566986,2020-12-17
2760,233.414871,2020-12-18
2761,228.415894,2020-12-21
2762,228.834106,2020-12-22
2763,229.845566,2020-12-23
2764,230.555527,2020-12-24
2765,231.994904,2020-12-28
2766,234.241547,2020-12-29
2767,236.035751,2020-12-30
2768,238.941589,2020-12-31
2769,233.071411,2021-01-04
2770,233.69548,2021-01-05
2771,236.416031,2021-01-06
2772,237.654449,2021-01-07
2773,237.595917,2021-01-08
2774,235.830978,2021-01-11
2775,233.256699,2021-01-12
2776,237.147385,2021-01-13
2777,236.104019,2021-01-14
2778,235.967514,2021-01-15
2779,236.045517,2021-01-19
2780,239.107361,2021-01-20
2781,237.537415,2021-01-21
2782,233.958771,2021-01-22
2783,233.588211,2021-01-25
2784,232.076797,2021-01-26
2785,225.007233,2021-01-27
2786,224.275879,2021-01-28
2787,215.509628,2021-01-29
2788,220.902008,2021-02-01
2789,229.278229,2021-02-02
2790,228.127609,2021-02-03
2791,231.179703,2021-02-04
2792,232.837402,2021-02-05
2793,236.416031,2021-02-08
2794,236.123505,2021-02-09
2795,236.981613,2021-02-10
2796,239.234116,2021-02-11
2797,241.974197,2021-02-12
2798,241.691437,2021-02-16
2799,240.433502,2021-02-17
2800,239.058609,2021-02-18
2801,236.065018,2021-02-19
2802,237.098633,2021-02-22
2803,240.423767,2021-02-23
2804,242.627518,2021-02-24
2805,239.663162,2021-02-25
2806,236.650085,2021-02-26
2807,239.692444,2021-03-01
2808,239.282883,2021-03-02
2809,236.835373,2021-03-03
2810,229.931564,2021-03-04
2811,234.056274,2021-03-05
2812,230.126572,2021-03-08
2813,231.267471,2021-03-09
2814,234.105057,2021-03-10
2815,233.305435,2021-03-11
2816,234.768112,2021-03-12
2817,235.245911,2021-03-15
2818,232.106049,2021-03-16
2819,230.302094,2021-03-17
2820,225.114502,2021-03-18
2821,224.275879,2021-03-19
2822,226.304153,2021-03-22
2823,223.720093,2021-03-23
2824,227.991089,2021-03-24
2825,229.483002,2021-03-25
2826,234.982651,2021-03-26
2827,236.006531,2021-03-29
2828,237.668533,2021-03-30
2829,238.137817,2021-03-31
2830,237.521866,2021-04-01
2831,242.928284,2021-04-05
2832,242.840332,2021-04-06
2833,241.911545,2021-04-07
2834,244.287247,2021-04-08
2835,247.660187,2021-04-09
2836,246.203491,2021-04-12
2837,247.904587,2021-04-13
2838,246.653168,2021-04-14
2839,251.111328,2021-04-15
2840,251.385086,2021-04-16
2841,251.013519,2021-04-19
2842,252.656006,2021-04-20
2843,257.994019,2021-04-21
2844,258.267822,2021-04-22
2845,261.034515,2021-04-23
2846,259.352905,2021-04-26
2847,259.108551,2021-04-27
2848,253.780319,2021-04-28
2849,257.544281,2021-04-29
2850,256.762177,2021-04-30
2851,257.22171,2021-05-03
2852,249.879456,2021-05-04
2853,247.415771,2021-05-05
2854,248.452103,2021-05-06
2855,249.087555,2021-05-07
2856,250.260757,2021-05-10
2857,245.880844,2021-05-11
2858,239.291428,2021-05-12
2859,242.312408,2021-05-13
2860,247.298462,2021-05-14
2861,246.223053,2021-05-17
